Designator,Mid X,Mid Y,Layer,Rotation
R31,67.625mm,39.4mm,Top,90.0
R32,69.375mm,27.4mm,Top,90.0
U1,0.0mm,0.0mm,Top,0.0
U2,147.0375mm,38.15mm,Top,0.0
text1,146.062855mm,5.827499mm,Top,0.0
R428,119.50449900000001mm,20.240601mm,Bottom,0.0
R427,118.14999900000001mm,33.375001000000005mm,Bottom,270.0
R426,118.509899mm,21.849201mm,Top,180.0
R425,125.624999mm,23.157301000000004mm,Top,0.0
R424,127.922099mm,23.157301000000004mm,Top,180.0
LED4,117.261099mm,34.916901mm,Top,180.0
LED3,120.659199mm,21.849201mm,Top,0.0
LED2,125.64999900000001mm,22.075901mm,Top,0.0
LED1,127.897099mm,22.075901mm,Top,180.0
R422,117.14999900000001mm,29.066601000000002mm,Bottom,90.0
C426,122.549999mm,22.835001000000002mm,Top,270.0
C425,122.549999mm,25.525001000000003mm,Top,90.0
F410,130.816799mm,28.368001mm,Top,270.0
C415,116.849999mm,23.201601000000004mm,Bottom,270.0
C414,126.359999mm,24.176601mm,Bottom,90.0
U411,121.499999mm,25.602801mm,Bottom,0.0
D410,130.516799mm,32.725001mm,Bottom,90.0
R411,133.416799mm,32.626601mm,Bottom,180.0
D417,133.649999mm,29.976601000000002mm,Bottom,90.0
C410,131.709999mm,24.732001000000004mm,Bottom,90.0
D412,134.266799mm,29.075001mm,Top,90.0
R410,134.299999mm,31.851601000000002mm,Top,270.0
D413,132.641799mm,29.075001mm,Top,90.0
C411,131.849999mm,30.001601mm,Bottom,270.0
R413,130.316799mm,30.001601mm,Bottom,270.0
D414,131.849999mm,32.525001mm,Bottom,270.0
D418,126.64999900000001mm,28.795001000000003mm,Top,270.0
D416,130.743699mm,23.923401000000002mm,Top,90.0
U410,133.349999mm,24.326601000000004mm,Top,90.0
C412,133.749999mm,24.732001000000004mm,Bottom,90.0
C413,132.912899mm,26.701601000000004mm,Top,0.0
D411,131.841499mm,32.376601mm,Top,270.0
U420,122.741799mm,31.461601mm,Bottom,90.0
R420,131.166899mm,27.351601000000002mm,Bottom,0.0
C429,118.14999900000001mm,29.166601mm,Bottom,270.0
C427,131.351899mm,28.445301mm,Bottom,180.0
C428,118.14999900000001mm,31.355701000000003mm,Bottom,90.0
C423,128.24179900000001mm,30.528401000000002mm,Bottom,0.0
C421,128.24179900000001mm,29.336801mm,Bottom,0.0
C422,128.24179900000001mm,28.145301000000003mm,Bottom,0.0
C424,128.24179900000001mm,31.725001000000002mm,Bottom,180.0
R421,126.479999mm,27.970301000000003mm,Bottom,270.0
R423,117.14999900000001mm,31.255701000000002mm,Bottom,90.0
D420,116.14999900000001mm,29.725001000000002mm,Top,270.0
C420,128.649999mm,32.775001mm,Bottom,180.0
L420,128.549999mm,24.825001mm,Bottom,90.0
D421,118.189199mm,24.475001000000002mm,Top,180.0
L421,120.749999mm,30.225001000000002mm,Top,270.0
C474,157.385002mm,22.6786mm,Bottom,0.0
R470,158.300002mm,19.025000000000002mm,Bottom,270.0
U471,157.353002mm,24.060000000000002mm,Top,270.0
R474,157.385402mm,24.925mm,Bottom,270.0
R473,157.850002mm,23.6654mm,Bottom,0.0
R472,158.300002mm,21.150000000000002mm,Bottom,270.0
C473,156.400002mm,25.025mm,Bottom,270.0
C472,158.250002mm,25.025mm,Bottom,90.0
U470,157.353002mm,20.085mm,Top,270.0
R471,157.400002mm,19.025000000000002mm,Bottom,90.0
C471,156.400002mm,19.075mm,Bottom,90.0
C470,156.400002mm,21.2mm,Bottom,270.0
C752,72.3mm,61.675000000000004mm,Bottom,0.0
C753,72.325mm,63.60000000000001mm,Bottom,180.0
C755,74.325mm,58.47500000000001mm,Bottom,180.0
C756,76.46mm,58.47500000000001mm,Bottom,180.0
C757,76.46mm,59.425000000000004mm,Bottom,180.0
C760,81.64999999999999mm,65.17500000000001mm,Bottom,90.0
C761,84.6mm,57.58500000000001mm,Bottom,0.0
C762,81.65356299999999mm,63.339611000000005mm,Bottom,270.0
C764,72.505mm,58.47500000000001mm,Bottom,0.0
C766,72.455mm,57.545mm,Bottom,0.0
R752,83.89074699999999mm,63.226000000000006mm,Bottom,180.0
R753,83.89074699999999mm,65.15mm,Bottom,0.0
R754,72.39999999999999mm,59.425000000000004mm,Bottom,0.0
R757,72.45mm,60.37500000000001mm,Bottom,180.0
R760,72.325mm,62.650000000000006mm,Bottom,180.0
R761,74.27499999999999mm,59.425000000000004mm,Bottom,0.0
R762,74.35mm,60.37500000000001mm,Bottom,0.0
R763,72.44mm,65.685mm,Bottom,180.0
R765,76.46mm,57.545mm,Bottom,0.0
R766,76.447085mm,60.37492700000001mm,Bottom,0.0
U752,79.45mm,58.775000000000006mm,Bottom,180.0
U753,77.234283mm,63.62500000000001mm,Bottom,90.0
U757,83.55mm,59.85421600000001mm,Bottom,180.0
C751,80.475mm,64.275mm,Top,90.0
C754,76.89999999999999mm,65.25500000000001mm,Top,270.0
C758,74.6mm,65.25500000000001mm,Top,90.0
C759,76.89999999999999mm,63.26340700000001mm,Top,270.0
C763,84.6mm,62.025000000000006mm,Top,0.0
C765,81.5mm,60.205000000000005mm,Top,180.0
C767,74.6mm,63.26340700000001mm,Top,270.0
C768,79.21mm,58.955000000000005mm,Top,270.0
C769,72.11mm,62.675000000000004mm,Top,0.0
D751,83.95mm,60.47500000000001mm,Top,180.0
R751,84.3mm,59.175000000000004mm,Top,0.0
R755,80.005mm,62.87500000000001mm,Top,0.0
R756,80.005mm,65.75mm,Top,180.0
R758,79.25mm,64.31078500000001mm,Top,90.0
R759,80.005mm,61.87500000000001mm,Top,180.0
R764,75.89999999999999mm,65.25500000000001mm,Top,270.0
R767,77.89999999999999mm,63.26340700000001mm,Top,90.0
R768,75.89999999999999mm,63.26340700000001mm,Top,270.0
R769,77.89999999999999mm,65.25500000000001mm,Top,270.0
U751,83.224294mm,64.193403mm,Top,0.0
U754,75.05197mm,59.575mm,Top,90.0
U755,81.24mm,58.285000000000004mm,Top,180.0
U756,72.703205mm,64.67500000000001mm,Top,270.0
C771,131.0mm,50.075mm,Top,90.0
C772,126.1mm,50.775000000000006mm,Top,0.0
C773,126.1mm,49.427095mm,Top,0.0
D771,129.2mm,47.575mm,Top,0.0
R771,135.6mm,53.775000000000006mm,Top,0.0
R772,137.5mm,49.975mm,Top,90.0
R773,133.9mm,51.375mm,Top,0.0
R774,133.9mm,48.875mm,Top,0.0
R775,129.7mm,50.075mm,Top,90.0
R776,126.1mm,47.625mm,Top,0.0
R777,128.2mm,50.075mm,Top,90.0
U771,128.29999999999998mm,53.275000000000006mm,Top,180.0
C601,24.125mm,31.85mm,Bottom,180.0
C602,24.125mm,32.800000000000004mm,Bottom,180.0
C603,21.925mm,32.800000000000004mm,Bottom,0.0
C604,24.125mm,33.75mm,Bottom,180.0
C605,22.466668000000002mm,19.925000000000004mm,Bottom,270.0
C606,21.925mm,33.75mm,Bottom,180.0
C607,26.35mm,16.250000000000004mm,Bottom,270.0
C608,32.6mm,33.525000000000006mm,Bottom,90.0
C617,29.949628mm,39.35mm,Bottom,180.0
C618,24.35mm,36.925064000000006mm,Bottom,270.0
D604,22.175mm,37.325mm,Bottom,90.0
R602,27.225mm,25.025000000000002mm,Bottom,90.0
R603,29.225mm,25.800000000000004mm,Bottom,270.0
R604,21.925mm,31.85mm,Bottom,0.0
R605,28.225mm,25.825000000000003mm,Bottom,90.0
R606,27.5mm,17.225mm,Bottom,90.0
R607,21.400000000000002mm,19.925000000000004mm,Bottom,90.0
R608,28.225mm,23.925000000000004mm,Bottom,270.0
R609,32.575mm,30.925000000000004mm,Bottom,90.0
R610,24.975mm,21.85mm,Bottom,90.0
R611,24.975mm,19.925000000000004mm,Bottom,90.0
R612,23.708334mm,19.925000000000004mm,Bottom,270.0
R613,30.875mm,29.950000000000003mm,Bottom,0.0
R614,31.65mm,33.529291mm,Bottom,270.0
R615,31.175mm,31.475mm,Bottom,270.0
R616,31.15mm,16.275000000000002mm,Bottom,90.0
R618,29.225mm,28.550000000000004mm,Bottom,90.0
R619,28.225mm,27.725mm,Bottom,90.0
R620,27.225mm,27.725mm,Bottom,270.0
R621,32.085mm,39.35mm,Bottom,180.0
R622,31.15mm,18.225mm,Bottom,270.0
R623,27.225mm,29.6mm,Bottom,90.0
R624,33.55mm,33.525000000000006mm,Bottom,270.0
R629,27.938652mm,39.34mm,Bottom,0.0
R630,30.665mm,24.51mm,Bottom,90.0
U600,23.675mm,27.300000000000004mm,Bottom,180.0
U601,32.6mm,36.650000000000006mm,Bottom,270.0
U605,27.874628mm,35.150000000000006mm,Bottom,90.0
C600,22.3mm,25.062500000000004mm,Top,180.0
C609,23.725mm,33.375mm,Top,180.0
C610,30.275mm,38.773mm,Top,270.0
C611,28.375mm,23.950000000000003mm,Top,180.0
C612,30.275mm,23.950000000000003mm,Top,0.0
C613,25.75mm,37.875mm,Top,270.0
C614,26.25mm,23.950000000000003mm,Top,0.0
C615,33.05mm,34.050000000000004mm,Top,0.0
C616,28.2125mm,35.725mm,Top,180.0
D600,23.150000000000002mm,15.350000000000001mm,Top,0.0
D601,21.825mm,28.125000000000004mm,Top,90.0
D602,21.825mm,31.1mm,Top,270.0
D603,32.655mm,35.632450000000006mm,Top,180.0
Q600,26.375mm,19.790000000000003mm,Top,0.0
Q601,33.05mm,19.700000000000003mm,Top,90.0
R600,24.2mm,24.000000000000004mm,Top,180.0
R601,22.3mm,24.000000000000004mm,Top,180.0
R617,33.05mm,25.250000000000004mm,Top,0.0
R625,25.725mm,35.900000000000006mm,Top,270.0
R626,22.3mm,26.125000000000004mm,Top,180.0
R627,21.85mm,33.25mm,Top,180.0
R628,30.275mm,36.125mm,Top,90.0
U602,28.525mm,29.6mm,Top,0.0
U603,32.525mm,38.225mm,Top,180.0
U604,28.05mm,38.175000000000004mm,Top,270.0
R148,96.15000500000001mm,20.975004999999996mm,Bottom,0.0
R142,94.750005mm,20.075004999999997mm,Bottom,0.0
U108,78.569805mm,53.166005mm,Top,180.0
VD103,75.750005mm,48.580005mm,Bottom,90.0
U101,103.800005mm,23.728604999999998mm,Top,90.0
C119,96.149905mm,28.455605mm,Bottom,180.0
R147,87.138405mm,20.658704999999998mm,Bottom,180.0
R146,106.81610500000001mm,22.075004999999997mm,Bottom,90.0
R141,93.750005mm,20.075004999999997mm,Bottom,0.0
U102,98.693505mm,25.446505mm,Bottom,0.0
R109,98.633705mm,26.042205mm,Top,0.0
R108,101.550005mm,26.431005mm,Bottom,0.0
Q103,97.907205mm,23.978205mm,Top,0.0
Q102,93.355005mm,21.375005mm,Top,0.0
Q101,99.077505mm,21.140005000000002mm,Bottom,180.0
Q100,102.450005mm,23.780005mm,Bottom,90.0
L100,92.550605mm,39.825005mm,Bottom,0.0
F100,90.69500500000001mm,21.146605mm,Bottom,0.0
C120,94.449905mm,39.975505mm,Top,180.0
C107,99.571505mm,23.375004999999998mm,Bottom,180.0
C106,99.54650500000001mm,27.718104999999998mm,Bottom,180.0
U110,99.996905mm,29.770104999999997mm,Bottom,90.0
R145,99.95780500000001mm,32.730305mm,Bottom,180.0
R144,99.95780500000001mm,31.784805mm,Bottom,180.0
R143,106.553205mm,43.943805mm,Bottom,90.0
R107,97.836105mm,21.796605mm,Top,180.0
D108,98.196905mm,20.425005mm,Top,0.0
U107,76.84350500000001mm,43.971104999999994mm,Bottom,180.0
U106,76.157605mm,30.543205mm,Top,180.0
C134,76.84350500000001mm,45.707405mm,Bottom,180.0
C126,75.854805mm,28.599905mm,Top,0.0
VD102,79.10380500000001mm,48.580005mm,Bottom,90.0
VD101,75.750005mm,52.970005mm,Bottom,270.0
VD100,79.10380500000001mm,52.970005mm,Bottom,270.0
U109,78.569805mm,50.691005mm,Top,180.0
U103,101.450005mm,37.350004999999996mm,Bottom,90.0
U100,103.849905mm,30.674505mm,Top,270.0
U195,96.65000500000001mm,44.825005mm,Top,270.0
U190,82.450005mm,44.825005mm,Top,270.0
U185,103.750005mm,44.825005mm,Top,270.0
U180,89.550005mm,44.825005mm,Top,270.0
S101,87.750305mm,21.560705mm,Top,180.0
S100,76.60350500000001mm,34.675005mm,Top,270.0
R140,82.649905mm,50.875005mm,Bottom,180.0
R111,106.450005mm,39.525005mm,Bottom,0.0
R112,106.450005mm,38.475004999999996mm,Bottom,0.0
R117,106.450005mm,33.225004999999996mm,Bottom,0.0
R115,106.450005mm,35.325005mm,Bottom,0.0
R116,106.450005mm,34.275005mm,Bottom,0.0
R114,106.450005mm,36.375005mm,Bottom,0.0
R113,106.450005mm,37.425005mm,Bottom,0.0
R110,106.450005mm,40.575005mm,Bottom,0.0
R120,76.13170500000001mm,27.388005mm,Top,180.0
R100,106.749905mm,30.675005mm,Bottom,270.0
R258,85.992305mm,51.380105mm,Bottom,90.0
R255,106.800005mm,53.275005mm,Bottom,90.0
R256,85.050005mm,48.675005mm,Bottom,270.0
R254,106.90000500000001mm,50.825005mm,Top,90.0
R245,89.349905mm,52.325005mm,Bottom,180.0
R227,94.15000500000001mm,52.325005mm,Bottom,180.0
R200,103.749905mm,52.325005mm,Bottom,180.0
R197,96.649905mm,43.475004999999996mm,Bottom,0.0
R196,96.65000500000001mm,46.275005mm,Bottom,180.0
R195,93.79990500000001mm,46.775005mm,Bottom,90.0
R191,82.550005mm,43.475004999999996mm,Bottom,0.0
R190,82.550005mm,46.275005mm,Bottom,180.0
R186,103.750005mm,43.475004999999996mm,Bottom,0.0
R185,103.750005mm,46.275005mm,Bottom,180.0
R181,89.550005mm,43.475004999999996mm,Bottom,0.0
R180,89.550005mm,46.275005mm,Bottom,180.0
R139,81.450005mm,53.375005mm,Top,90.0
R138,82.65000500000001mm,53.375005mm,Top,90.0
R137,83.85000500000001mm,53.375005mm,Top,90.0
R136,85.050005mm,53.375005mm,Top,90.0
R135,81.450005mm,52.375005mm,Top,270.0
R132,82.65000500000001mm,52.375005mm,Top,270.0
R126,83.85000500000001mm,52.375005mm,Top,270.0
R124,85.050005mm,52.375005mm,Top,270.0
R119,105.85000500000001mm,39.475004999999996mm,Top,270.0
R118,105.85000500000001mm,35.375005mm,Top,270.0
R253,87.450005mm,53.375005mm,Top,270.0
R252,88.65000500000001mm,53.375005mm,Top,270.0
R251,89.85000500000001mm,53.375005mm,Top,270.0
R250,91.050005mm,53.375005mm,Top,270.0
R249,87.450005mm,52.375005mm,Top,90.0
R248,88.65000500000001mm,52.375005mm,Top,90.0
R247,89.85000500000001mm,52.375005mm,Top,90.0
R246,91.050005mm,52.375005mm,Top,90.0
R235,92.250005mm,53.375005mm,Top,270.0
R234,93.450005mm,53.375005mm,Top,270.0
R233,94.65000500000001mm,53.375005mm,Top,270.0
R232,95.85000500000001mm,53.375005mm,Top,270.0
R231,92.250005mm,52.375005mm,Top,90.0
R230,93.450005mm,52.375005mm,Top,90.0
R229,94.65000500000001mm,52.375005mm,Top,90.0
R228,95.85000500000001mm,52.375005mm,Top,90.0
R226,97.050005mm,53.375005mm,Top,90.0
R225,98.250005mm,53.375005mm,Top,90.0
R224,99.450005mm,53.375005mm,Top,90.0
R223,100.65000500000001mm,53.375005mm,Top,90.0
R222,97.050005mm,52.375005mm,Top,270.0
R221,98.250005mm,52.375005mm,Top,270.0
R220,99.450005mm,52.375005mm,Top,270.0
R219,100.65000500000001mm,52.375005mm,Top,270.0
R218,98.950005mm,52.325005mm,Bottom,180.0
R208,101.85000500000001mm,53.375005mm,Top,90.0
R207,103.050005mm,53.375005mm,Top,90.0
R206,104.250005mm,53.375005mm,Top,90.0
R205,105.450005mm,53.375005mm,Top,90.0
R204,101.85000500000001mm,52.375005mm,Top,270.0
R203,103.050005mm,52.375005mm,Top,270.0
R202,104.250005mm,52.375005mm,Top,270.0
R201,105.450005mm,52.375005mm,Top,270.0
P106,84.550005mm,41.425005mm,Top,90.0
P105,92.170005mm,41.425005mm,Top,90.0
P104,88.16000500000001mm,41.425005mm,Top,90.0
P201,86.200005mm,52.875005mm,Top,270.0
P200,106.750005mm,54.375005mm,Top,270.0
J100,81.000005mm,31.575004999999997mm,Bottom,270.0
D100,103.35000500000001mm,31.382704999999998mm,Bottom,0.0
D205,76.753505mm,46.118605mm,Top,270.0
D206,89.250005mm,49.575005mm,Top,0.0
D203,94.050005mm,49.575005mm,Top,0.0
D200,103.65000500000001mm,49.575005mm,Top,0.0
D116,102.313905mm,40.775504999999995mm,Top,0.0
D115,98.07560500000001mm,40.775504999999995mm,Top,0.0
D114,102.313905mm,38.842105000000004mm,Top,0.0
D113,98.07560500000001mm,38.842105000000004mm,Top,0.0
D112,102.313905mm,36.908805mm,Top,0.0
D111,98.07560500000001mm,36.908805mm,Top,0.0
D110,102.313905mm,34.975505mm,Top,0.0
D109,98.196905mm,34.836105mm,Top,0.0
D202,98.85000500000001mm,49.575005mm,Top,0.0
C143,85.050005mm,50.475004999999996mm,Top,90.0
C144,83.85000500000001mm,50.475004999999996mm,Top,270.0
C145,82.65000500000001mm,50.475004999999996mm,Top,90.0
C146,81.450005mm,50.475004999999996mm,Top,90.0
C112,96.137805mm,41.089704999999995mm,Bottom,180.0
C111,106.450005mm,41.575005mm,Bottom,0.0
C123,80.85000500000001mm,22.950004999999997mm,Bottom,180.0
C117,80.85000500000001mm,21.682505mm,Bottom,180.0
C105,102.65000500000001mm,29.175005mm,Bottom,180.0
C100,105.222505mm,29.175005mm,Bottom,0.0
C229,85.050005mm,51.380105mm,Bottom,270.0
C224,106.90000500000001mm,52.775005mm,Top,270.0
C223,106.90000500000001mm,48.525005mm,Top,270.0
C222,106.85000500000001mm,51.475004999999996mm,Bottom,90.0
C221,86.627305mm,48.702205mm,Top,90.0
C220,86.734705mm,48.675005mm,Bottom,90.0
C225,91.24990500000001mm,49.625005mm,Bottom,90.0
C226,90.15000500000001mm,49.625005mm,Bottom,90.0
C227,87.99990500000001mm,49.625005mm,Bottom,90.0
C228,86.93470500000001mm,52.380105mm,Bottom,270.0
C212,96.04990500000001mm,49.625005mm,Bottom,90.0
C213,94.950005mm,49.625005mm,Bottom,90.0
C214,92.79990500000001mm,49.625005mm,Bottom,90.0
C215,91.755605mm,52.380105mm,Bottom,270.0
C200,105.649905mm,49.625005mm,Bottom,90.0
C201,104.550005mm,49.625005mm,Bottom,90.0
C202,102.399905mm,49.625005mm,Bottom,90.0
C203,101.359505mm,52.380105mm,Bottom,270.0
C195,93.79990500000001mm,44.175005mm,Bottom,90.0
C190,79.700005mm,44.325005mm,Bottom,90.0
C185,100.90000500000001mm,44.175005mm,Bottom,90.0
C180,86.700005mm,44.175005mm,Bottom,90.0
C142,81.450005mm,53.375005mm,Bottom,90.0
C141,82.65000500000001mm,53.375005mm,Bottom,90.0
C139,83.849905mm,53.375005mm,Bottom,270.0
C135,85.050005mm,53.375005mm,Bottom,90.0
C211,96.541905mm,52.380105mm,Bottom,270.0
C210,97.599905mm,49.625005mm,Bottom,90.0
C209,99.750005mm,49.625005mm,Bottom,90.0
C208,100.849905mm,49.625005mm,Bottom,90.0
C147,90.10000500000001mm,35.966305mm,Bottom,0.0
F101,105.15000500000001mm,22.777805mm,Bottom,270.0
R134,95.90000500000001mm,23.275005mm,Bottom,180.0
R133,95.90000500000001mm,22.100004999999996mm,Bottom,180.0
C133,95.750005mm,25.385005mm,Bottom,270.0
R131,88.95400500000001mm,40.031205mm,Bottom,0.0
R130,95.649905mm,34.850004999999996mm,Bottom,270.0
R129,95.649905mm,38.725004999999996mm,Bottom,270.0
Y101,93.362605mm,26.957604999999997mm,Bottom,180.0
C116,92.42140500000001mm,28.446405mm,Bottom,0.0
C115,94.285605mm,28.432705mm,Bottom,180.0
C124,90.10000500000001mm,37.106105mm,Bottom,180.0
R121,80.424605mm,20.598005mm,Bottom,0.0
R106,86.60000500000001mm,22.450004999999997mm,Bottom,180.0
J101,81.250005mm,21.725004999999996mm,Top,0.0
C108,94.15000500000001mm,25.375004999999998mm,Bottom,180.0
R105,76.200905mm,37.993905mm,Top,180.0
R104,76.40090500000001mm,39.183904999999996mm,Top,180.0
R103,76.200905mm,40.293904999999995mm,Top,180.0
R125,75.65000500000001mm,51.855005mm,Top,90.0
C104,101.800005mm,20.775005mm,Bottom,270.0
C137,94.45480500000001mm,41.066505mm,Top,180.0
D101,105.020505mm,26.530504999999998mm,Bottom,0.0
C101,78.05840500000001mm,20.598005mm,Bottom,0.0
R102,106.222505mm,28.100505mm,Bottom,0.0
R101,95.649905mm,30.975005mm,Bottom,90.0
D102,76.35000500000001mm,21.975004999999996mm,Top,270.0
Y102,90.70620500000001mm,31.988505mm,Bottom,270.0
R122,76.35000500000001mm,42.175005mm,Bottom,180.0
R123,78.64020500000001mm,44.199105mm,Bottom,90.0
R127,90.550005mm,26.275005mm,Bottom,0.0
R128,86.87220500000001mm,40.031205mm,Bottom,0.0
D106,98.196905mm,27.410104999999998mm,Top,0.0
D105,98.196905mm,29.210105mm,Top,0.0
D107,92.045005mm,23.685505mm,Bottom,0.0
D104,98.196905mm,31.010105mm,Top,0.0
D103,98.196905mm,32.810105mm,Top,0.0
C140,90.550005mm,27.375004999999998mm,Bottom,180.0
C132,92.982505mm,30.999905mm,Bottom,270.0
C136,92.982505mm,33.07510499999999mm,Bottom,90.0
C127,82.35000500000001mm,40.031205mm,Bottom,180.0
C138,106.81610500000001mm,24.002805mm,Bottom,270.0
C130,92.332505mm,38.121505mm,Bottom,180.0
C131,82.35000500000001mm,41.175005mm,Bottom,180.0
C122,92.332505mm,35.966305mm,Bottom,0.0
C114,76.481705mm,26.175005mm,Top,180.0
C103,102.85000500000001mm,20.775005mm,Bottom,270.0
C113,76.481705mm,24.975005mm,Top,0.0
C102,102.65000500000001mm,28.100505mm,Bottom,0.0
U105,86.940605mm,32.125005mm,Top,90.0
C601_2,7.550000000000001mm,27.424999999999997mm,Bottom,180.0
C602_2,7.550000000000001mm,28.375mm,Bottom,180.0
C603_2,5.35mm,28.375mm,Bottom,0.0
C604_2,7.550000000000001mm,29.325mm,Bottom,180.0
C605_2,5.891668mm,15.5mm,Bottom,270.0
C606_2,5.35mm,29.325mm,Bottom,180.0
C607_2,9.775mm,11.825mm,Bottom,270.0
C608_2,16.025000000000002mm,29.099999999999998mm,Bottom,90.0
C617_2,13.374628mm,34.925mm,Bottom,180.0
C618_2,7.775mm,32.500063999999995mm,Bottom,270.0
D604_2,5.6mm,32.9mm,Bottom,90.0
R602_2,10.65mm,20.599999999999998mm,Bottom,90.0
R603_2,12.65mm,21.375mm,Bottom,270.0
R604_2,5.35mm,27.424999999999997mm,Bottom,0.0
R605_2,11.65mm,21.4mm,Bottom,90.0
R606_2,10.925mm,12.799999999999997mm,Bottom,90.0
R607_2,4.825mm,15.5mm,Bottom,90.0
R608_2,11.65mm,19.5mm,Bottom,270.0
R609_2,16.0mm,26.5mm,Bottom,90.0
R610_2,8.4mm,17.424999999999997mm,Bottom,90.0
R611_2,8.4mm,15.5mm,Bottom,90.0
R612_2,7.133334mm,15.5mm,Bottom,270.0
R613_2,14.299999999999999mm,25.525mm,Bottom,0.0
R614_2,15.075mm,29.104290999999996mm,Bottom,270.0
R615_2,14.6mm,27.049999999999997mm,Bottom,270.0
R616_2,14.575mm,11.849999999999998mm,Bottom,90.0
R618_2,12.65mm,24.125mm,Bottom,90.0
R619_2,11.65mm,23.299999999999997mm,Bottom,90.0
R620_2,10.65mm,23.299999999999997mm,Bottom,270.0
R621_2,15.51mm,34.925mm,Bottom,180.0
R622_2,14.575mm,13.799999999999997mm,Bottom,270.0
R623_2,10.65mm,25.174999999999997mm,Bottom,90.0
R624_2,16.975mm,29.099999999999998mm,Bottom,270.0
R629_2,11.363652mm,34.915mm,Bottom,0.0
R630_2,14.09mm,20.084999999999997mm,Bottom,90.0
U600_2,7.1mm,22.875mm,Bottom,180.0
U601_2,16.025000000000002mm,32.225mm,Bottom,270.0
U605_2,11.299628mm,30.724999999999998mm,Bottom,90.0
C600_2,5.725mm,20.6375mm,Top,180.0
C609_2,7.15mm,28.95mm,Top,180.0
C610_2,13.7mm,34.348mm,Top,270.0
C611_2,11.8mm,19.525mm,Top,180.0
C612_2,13.7mm,19.525mm,Top,0.0
C613_2,9.175mm,33.449999999999996mm,Top,270.0
C614_2,9.675mm,19.525mm,Top,0.0
C615_2,16.475mm,29.625mm,Top,0.0
C616_2,11.6375mm,31.299999999999997mm,Top,180.0
D600_2,6.575mm,10.924999999999997mm,Top,0.0
D601_2,5.25mm,23.7mm,Top,90.0
D602_2,5.25mm,26.674999999999997mm,Top,270.0
D603_2,16.080000000000002mm,31.207449999999998mm,Top,180.0
Q600_2,9.8mm,15.364999999999998mm,Top,0.0
Q601_2,16.475mm,15.274999999999999mm,Top,90.0
R600_2,7.625mm,19.575mm,Top,180.0
R601_2,5.725mm,19.575mm,Top,180.0
R617_2,16.475mm,20.825mm,Top,0.0
R625_2,9.15mm,31.474999999999998mm,Top,270.0
R626_2,5.725mm,21.7mm,Top,180.0
R627_2,5.275mm,28.825mm,Top,180.0
R628_2,13.7mm,31.7mm,Top,90.0
U602_2,11.95mm,25.174999999999997mm,Top,0.0
U603_2,15.95mm,33.8mm,Top,180.0
U604_2,11.475mm,33.75mm,Top,270.0
