Designator,Mid X,Mid Y,Layer,Rotation
U100,104.024905mm,30.799505mm,Top,270.0
U195,96.825005mm,44.950005mm,Top,270.0
U190,82.625005mm,44.950005mm,Top,270.0
U185,103.925005mm,44.950005mm,Top,270.0
U180,89.72500500000001mm,44.950005mm,Top,270.0
S101,87.92530500000001mm,21.685705mm,Top,180.0
S100,76.778505mm,34.800005mm,Top,270.0
R140,82.824905mm,51.000005mm,Bottom,180.0
R111,106.625005mm,39.650005mm,Bottom,0.0
R112,106.625005mm,38.600004999999996mm,Bottom,0.0
R117,106.625005mm,33.350004999999996mm,Bottom,0.0
R115,106.625005mm,35.450005mm,Bottom,0.0
R116,106.625005mm,34.400005mm,Bottom,0.0
R114,106.625005mm,36.500005mm,Bottom,0.0
R113,106.625005mm,37.550005mm,Bottom,0.0
R110,106.625005mm,40.700005mm,Bottom,0.0
R120,76.306705mm,27.513005mm,Top,180.0
R100,106.924905mm,30.800005mm,Bottom,270.0
R258,86.167305mm,51.505105mm,Bottom,90.0
R255,106.975005mm,53.400005mm,Bottom,90.0
R256,85.22500500000001mm,48.800005mm,Bottom,270.0
R254,107.075005mm,50.950005mm,Top,90.0
R245,89.524905mm,52.450005mm,Bottom,180.0
R227,94.325005mm,52.450005mm,Bottom,180.0
R200,103.924905mm,52.450005mm,Bottom,180.0
R197,96.824905mm,43.600004999999996mm,Bottom,0.0
R196,96.825005mm,46.400005mm,Bottom,180.0
R195,93.974905mm,46.900005mm,Bottom,90.0
R191,82.72500500000001mm,43.600004999999996mm,Bottom,0.0
R190,82.72500500000001mm,46.400005mm,Bottom,180.0
R186,103.925005mm,43.600004999999996mm,Bottom,0.0
R185,103.925005mm,46.400005mm,Bottom,180.0
R181,89.72500500000001mm,43.600004999999996mm,Bottom,0.0
R180,89.72500500000001mm,46.400005mm,Bottom,180.0
R139,81.625005mm,53.500005mm,Top,90.0
R138,82.825005mm,53.500005mm,Top,90.0
R137,84.025005mm,53.500005mm,Top,90.0
R136,85.22500500000001mm,53.500005mm,Top,90.0
R135,81.625005mm,52.500005mm,Top,270.0
R132,82.825005mm,52.500005mm,Top,270.0
R126,84.025005mm,52.500005mm,Top,270.0
R124,85.22500500000001mm,52.500005mm,Top,270.0
R119,106.02500500000001mm,39.600004999999996mm,Top,270.0
R118,106.02500500000001mm,35.500005mm,Top,270.0
R253,87.625005mm,53.500005mm,Top,270.0
R252,88.825005mm,53.500005mm,Top,270.0
R251,90.025005mm,53.500005mm,Top,270.0
R250,91.22500500000001mm,53.500005mm,Top,270.0
R249,87.625005mm,52.500005mm,Top,90.0
R248,88.825005mm,52.500005mm,Top,90.0
R247,90.025005mm,52.500005mm,Top,90.0
R246,91.22500500000001mm,52.500005mm,Top,90.0
R235,92.425005mm,53.500005mm,Top,270.0
R234,93.625005mm,53.500005mm,Top,270.0
R233,94.825005mm,53.500005mm,Top,270.0
R232,96.02500500000001mm,53.500005mm,Top,270.0
R231,92.425005mm,52.500005mm,Top,90.0
R230,93.625005mm,52.500005mm,Top,90.0
R229,94.825005mm,52.500005mm,Top,90.0
R228,96.02500500000001mm,52.500005mm,Top,90.0
R226,97.225005mm,53.500005mm,Top,90.0
R225,98.425005mm,53.500005mm,Top,90.0
R224,99.625005mm,53.500005mm,Top,90.0
R223,100.825005mm,53.500005mm,Top,90.0
R222,97.225005mm,52.500005mm,Top,270.0
R221,98.425005mm,52.500005mm,Top,270.0
R220,99.625005mm,52.500005mm,Top,270.0
R219,100.825005mm,52.500005mm,Top,270.0
R218,99.125005mm,52.450005mm,Bottom,180.0
R208,102.02500500000001mm,53.500005mm,Top,90.0
R207,103.225005mm,53.500005mm,Top,90.0
R206,104.425005mm,53.500005mm,Top,90.0
R205,105.625005mm,53.500005mm,Top,90.0
R204,102.02500500000001mm,52.500005mm,Top,270.0
R203,103.225005mm,52.500005mm,Top,270.0
R202,104.425005mm,52.500005mm,Top,270.0
R201,105.625005mm,52.500005mm,Top,270.0
P106,84.72500500000001mm,41.550005mm,Top,90.0
P105,92.345005mm,41.550005mm,Top,90.0
P104,88.335005mm,41.550005mm,Top,90.0
P201,86.375005mm,53.000005mm,Top,270.0
P200,106.925005mm,54.500005mm,Top,270.0
J100,81.175005mm,31.700004999999997mm,Bottom,270.0
D100,103.52500500000001mm,31.507704999999998mm,Bottom,0.0
D205,76.928505mm,46.243605mm,Top,270.0
D206,89.425005mm,49.700005mm,Top,0.0
D203,94.225005mm,49.700005mm,Top,0.0
D200,103.825005mm,49.700005mm,Top,0.0
D116,102.488905mm,40.900504999999995mm,Top,0.0
D115,98.25060500000001mm,40.900504999999995mm,Top,0.0
D114,102.488905mm,38.967105000000004mm,Top,0.0
D113,98.25060500000001mm,38.967105000000004mm,Top,0.0
D112,102.488905mm,37.033805mm,Top,0.0
D111,98.25060500000001mm,37.033805mm,Top,0.0
D110,102.488905mm,35.100505mm,Top,0.0
D109,98.371905mm,34.961105mm,Top,0.0
D202,99.02500500000001mm,49.700005mm,Top,0.0
C143,85.22500500000001mm,50.600004999999996mm,Top,90.0
C144,84.025005mm,50.600004999999996mm,Top,270.0
C145,82.825005mm,50.600004999999996mm,Top,90.0
C146,81.625005mm,50.600004999999996mm,Top,90.0
C112,96.312805mm,41.214704999999995mm,Bottom,180.0
C111,106.625005mm,41.700005mm,Bottom,0.0
C123,81.025005mm,23.075004999999997mm,Bottom,180.0
C117,81.025005mm,21.807505mm,Bottom,180.0
C105,102.825005mm,29.300005mm,Bottom,180.0
C100,105.397505mm,29.300005mm,Bottom,0.0
C229,85.22500500000001mm,51.505105mm,Bottom,270.0
C224,107.075005mm,52.900005mm,Top,270.0
C223,107.075005mm,48.650005mm,Top,270.0
C222,107.02500500000001mm,51.600004999999996mm,Bottom,90.0
C221,86.802305mm,48.827205mm,Top,90.0
C220,86.909705mm,48.800005mm,Bottom,90.0
C225,91.424905mm,49.750005mm,Bottom,90.0
C226,90.325005mm,49.750005mm,Bottom,90.0
C227,88.174905mm,49.750005mm,Bottom,90.0
C228,87.109705mm,52.505105mm,Bottom,270.0
C212,96.224905mm,49.750005mm,Bottom,90.0
C213,95.125005mm,49.750005mm,Bottom,90.0
C214,92.974905mm,49.750005mm,Bottom,90.0
C215,91.930605mm,52.505105mm,Bottom,270.0
C200,105.824905mm,49.750005mm,Bottom,90.0
C201,104.725005mm,49.750005mm,Bottom,90.0
C202,102.574905mm,49.750005mm,Bottom,90.0
C203,101.534505mm,52.505105mm,Bottom,270.0
C195,93.974905mm,44.300005mm,Bottom,90.0
C190,79.875005mm,44.450005mm,Bottom,90.0
C185,101.075005mm,44.300005mm,Bottom,90.0
C180,86.875005mm,44.300005mm,Bottom,90.0
C142,81.625005mm,53.500005mm,Bottom,90.0
C141,82.825005mm,53.500005mm,Bottom,90.0
C139,84.024905mm,53.500005mm,Bottom,270.0
C135,85.22500500000001mm,53.500005mm,Bottom,90.0
C211,96.716905mm,52.505105mm,Bottom,270.0
C210,97.774905mm,49.750005mm,Bottom,90.0
C209,99.925005mm,49.750005mm,Bottom,90.0
C208,101.024905mm,49.750005mm,Bottom,90.0
C147,90.275005mm,36.091305mm,Bottom,0.0
F101,105.325005mm,22.902805mm,Bottom,270.0
R134,96.075005mm,23.400005mm,Bottom,180.0
R133,96.075005mm,22.225004999999996mm,Bottom,180.0
C133,95.925005mm,25.510005mm,Bottom,270.0
R131,89.129005mm,40.156205mm,Bottom,0.0
R130,95.824905mm,34.975004999999996mm,Bottom,270.0
R129,95.824905mm,38.850004999999996mm,Bottom,270.0
Y101,93.537605mm,27.082604999999997mm,Bottom,180.0
C116,92.596405mm,28.571405mm,Bottom,0.0
C115,94.460605mm,28.557705mm,Bottom,180.0
C124,90.275005mm,37.231105mm,Bottom,180.0
R121,80.599605mm,20.723005mm,Bottom,0.0
R106,86.775005mm,22.575004999999997mm,Bottom,180.0
J101,81.425005mm,21.850004999999996mm,Top,0.0
C108,94.325005mm,25.500004999999998mm,Bottom,180.0
R105,76.375905mm,38.118905mm,Top,180.0
R104,76.575905mm,39.308904999999996mm,Top,180.0
R103,76.375905mm,40.418904999999995mm,Top,180.0
R125,75.825005mm,51.980005mm,Top,90.0
C104,101.975005mm,20.900005mm,Bottom,270.0
C137,94.629805mm,41.191505mm,Top,180.0
D101,105.195505mm,26.655504999999998mm,Bottom,0.0
C101,78.233405mm,20.723005mm,Bottom,0.0
R102,106.397505mm,28.225505mm,Bottom,0.0
R101,95.824905mm,31.100005mm,Bottom,90.0
D102,76.525005mm,22.100004999999996mm,Top,270.0
Y102,90.881205mm,32.113505mm,Bottom,270.0
R122,76.525005mm,42.300005mm,Bottom,180.0
R123,78.815205mm,44.324105mm,Bottom,90.0
R127,90.72500500000001mm,26.400005mm,Bottom,0.0
R128,87.047205mm,40.156205mm,Bottom,0.0
D106,98.371905mm,27.535104999999998mm,Top,0.0
D105,98.371905mm,29.335105mm,Top,0.0
D107,92.220005mm,23.810505mm,Bottom,0.0
D104,98.371905mm,31.135105mm,Top,0.0
D103,98.371905mm,32.935105mm,Top,0.0
C140,90.72500500000001mm,27.500004999999998mm,Bottom,180.0
C132,93.157505mm,31.124905mm,Bottom,270.0
C136,93.157505mm,33.20010499999999mm,Bottom,90.0
C127,82.525005mm,40.156205mm,Bottom,180.0
C138,106.991105mm,24.127805mm,Bottom,270.0
C130,92.50750500000001mm,38.246505mm,Bottom,180.0
C131,82.525005mm,41.300005mm,Bottom,180.0
C122,92.50750500000001mm,36.091305mm,Bottom,0.0
C114,76.656705mm,26.300005mm,Top,180.0
C103,103.02500500000001mm,20.900005mm,Bottom,270.0
C113,76.656705mm,25.100005mm,Top,0.0
C102,102.825005mm,28.225505mm,Bottom,0.0
U105,87.115605mm,32.250005mm,Top,90.0
C601_2,7.7250000000000005mm,27.549999999999997mm,Bottom,180.0
C602_2,7.7250000000000005mm,28.5mm,Bottom,180.0
C603_2,5.525mm,28.5mm,Bottom,0.0
C604_2,7.7250000000000005mm,29.45mm,Bottom,180.0
C605_2,6.066668mm,15.625mm,Bottom,270.0
C606_2,5.525mm,29.45mm,Bottom,180.0
C607_2,9.95mm,11.95mm,Bottom,270.0
C608_2,16.200000000000003mm,29.224999999999998mm,Bottom,90.0
C617_2,13.549628mm,35.05mm,Bottom,180.0
C618_2,7.95mm,32.625063999999995mm,Bottom,270.0
D604_2,5.775mm,33.025mm,Bottom,90.0
R602_2,10.825mm,20.724999999999998mm,Bottom,90.0
R603_2,12.825000000000001mm,21.5mm,Bottom,270.0
R604_2,5.525mm,27.549999999999997mm,Bottom,0.0
R605_2,11.825mm,21.525mm,Bottom,90.0
R606_2,11.100000000000001mm,12.924999999999997mm,Bottom,90.0
R607_2,5.0mm,15.625mm,Bottom,90.0
R608_2,11.825mm,19.625mm,Bottom,270.0
R609_2,16.175mm,26.625mm,Bottom,90.0
R610_2,8.575mm,17.549999999999997mm,Bottom,90.0
R611_2,8.575mm,15.625mm,Bottom,90.0
R612_2,7.308334mm,15.625mm,Bottom,270.0
R613_2,14.475mm,25.65mm,Bottom,0.0
R614_2,15.25mm,29.229290999999996mm,Bottom,270.0
R615_2,14.775mm,27.174999999999997mm,Bottom,270.0
R616_2,14.75mm,11.974999999999998mm,Bottom,90.0
R618_2,12.825000000000001mm,24.25mm,Bottom,90.0
R619_2,11.825mm,23.424999999999997mm,Bottom,90.0
R620_2,10.825mm,23.424999999999997mm,Bottom,270.0
R621_2,15.685mm,35.05mm,Bottom,180.0
R622_2,14.75mm,13.924999999999997mm,Bottom,270.0
R623_2,10.825mm,25.299999999999997mm,Bottom,90.0
R624_2,17.15mm,29.224999999999998mm,Bottom,270.0
R629_2,11.538652mm,35.04mm,Bottom,0.0
R630_2,14.265mm,20.209999999999997mm,Bottom,90.0
U600_2,7.275mm,23.0mm,Bottom,180.0
U601_2,16.200000000000003mm,32.35mm,Bottom,270.0
U605_2,11.474628mm,30.849999999999998mm,Bottom,90.0
C600_2,5.9mm,20.7625mm,Top,180.0
C609_2,7.325mm,29.075mm,Top,180.0
C610_2,13.875mm,34.473mm,Top,270.0
C611_2,11.975000000000001mm,19.65mm,Top,180.0
C612_2,13.875mm,19.65mm,Top,0.0
C613_2,9.350000000000001mm,33.574999999999996mm,Top,270.0
C614_2,9.850000000000001mm,19.65mm,Top,0.0
C615_2,16.65mm,29.75mm,Top,0.0
C616_2,11.8125mm,31.424999999999997mm,Top,180.0
D600_2,6.75mm,11.049999999999997mm,Top,0.0
D601_2,5.425000000000001mm,23.825mm,Top,90.0
D602_2,5.425000000000001mm,26.799999999999997mm,Top,270.0
D603_2,16.255000000000003mm,31.332449999999998mm,Top,180.0
Q600_2,9.975000000000001mm,15.489999999999998mm,Top,0.0
Q601_2,16.65mm,15.399999999999999mm,Top,90.0
R600_2,7.800000000000001mm,19.7mm,Top,180.0
R601_2,5.9mm,19.7mm,Top,180.0
R617_2,16.65mm,20.95mm,Top,0.0
R625_2,9.325mm,31.599999999999998mm,Top,270.0
R626_2,5.9mm,21.825mm,Top,180.0
R627_2,5.45mm,28.95mm,Top,180.0
R628_2,13.875mm,31.825mm,Top,90.0
U602_2,12.125mm,25.299999999999997mm,Top,0.0
U603_2,16.125mm,33.925mm,Top,180.0
U604_2,11.65mm,33.875mm,Top,270.0
